"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"284",0,0,48,208,144,32,0,0,0,0,224,255,255,176,0,0,0,80,255,112,64,255,48,0,0,64,224,16,0,192,128,0,0,80,192,0,0,128,128,0,0,16,255,64,0,144,176,0,0,0,176,255,192,255,112,0,0,0,48,176,240,160,0,0
"285",0,0,48,224,176,16,0,0,0,0,224,240,208,160,0,0,0,16,255,80,16,224,32,0,0,48,255,32,0,112,96,0,0,64,208,16,0,112,128,0,0,48,208,0,0,176,112,0,0,0,224,96,112,224,16,0,0,0,64,255,224,64,0,0
"286",0,0,48,160,224,32,0,0,0,0,240,255,224,160,0,0,0,96,255,80,0,224,32,0,0,128,240,16,0,128,96,0,0,128,128,0,0,96,128,0,0,80,208,0,0,96,128,0,0,0,240,192,128,224,80,0,0,0,48,240,255,176,0,0
"287",0,0,64,240,208,16,0,0,0,0,176,192,208,144,0,0,0,32,240,64,16,255,16,0,0,64,255,48,0,160,96,0,0,48,240,32,0,128,128,0,0,48,255,16,0,192,96,0,0,0,208,176,144,240,16,0,0,0,64,208,208,32,0,0
"288",0,0,48,240,160,16,0,0,0,32,224,144,208,176,0,0,0,112,240,0,32,255,32,0,0,64,255,32,0,96,128,0,0,96,144,0,0,96,128,0,0,80,176,0,0,160,128,0,0,0,240,96,112,255,48,0,0,0,48,192,255,80,0,0
"289",0,0,48,208,176,16,0,0,0,160,240,160,176,160,0,0,0,96,255,16,16,208,32,0,0,64,128,0,0,128,128,0,0,64,128,0,0,128,128,0,0,48,192,0,0,224,128,0,0,0,208,160,192,255,48,0,0,0,64,240,160,48,0,0
"290",0,0,96,255,240,48,0,0,0,32,255,176,208,208,0,0,0,112,224,16,16,224,64,0,0,128,192,0,0,128,192,0,0,144,176,0,0,128,192,0,0,128,208,16,0,224,176,0,0,16,255,208,224,255,96,0,0,0,96,255,240,112,0,0
"291",0,0,80,208,32,0,0,0,0,16,240,255,240,48,0,0,0,64,224,16,80,224,32,0,0,64,144,0,0,96,128,0,0,80,128,0,0,64,128,0,0,48,160,0,0,144,144,0,0,0,240,160,160,255,96,0,0,0,112,240,224,80,0,0
"292",0,0,16,240,160,0,0,0,0,0,144,160,160,112,0,0,0,32,240,16,32,224,0,0,0,32,255,16,0,176,64,0,0,32,240,0,0,144,112,0,0,0,208,64,16,240,112,0,0,0,128,192,176,255,48,0,0,0,16,192,255,112,0,0
"293",0,0,80,208,128,48,0,0,0,0,224,255,255,192,0,0,0,48,240,16,48,192,80,0,0,64,160,0,0,112,128,0,0,64,128,0,0,144,128,0,0,64,176,16,16,240,96,0,0,0,240,192,176,208,0,0,0,0,48,208,208,48,0,0
"294",0,0,0,176,208,16,0,0,0,16,32,240,208,128,0,0,0,80,208,0,48,208,0,0,0,144,176,0,0,240,16,0,0,96,176,0,0,224,80,0,0,32,240,32,48,255,64,0,0,0,128,224,224,255,32,0,0,0,0,112,224,96,0,0
"295",0,0,32,208,240,96,0,0,0,0,128,224,160,255,48,0,0,0,240,96,0,160,128,0,0,96,240,16,0,176,112,0,0,128,208,0,0,160,128,0,0,112,224,16,0,255,32,0,0,16,240,224,176,224,0,0,0,0,48,240,192,16,0,0
"296",0,0,32,240,240,112,0,0,0,0,160,192,96,255,80,0,0,32,255,48,0,128,160,0,0,112,255,0,0,128,128,0,0,48,255,64,0,192,80,0,0,0,255,112,16,240,48,0,0,0,192,208,208,160,0,0,0,0,32,192,208,16,0,0
"297",0,0,32,192,192,32,0,0,0,48,224,208,176,176,0,0,0,80,255,32,32,224,64,0,0,112,224,32,0,192,112,0,0,64,192,0,0,192,80,0,0,32,224,16,32,240,32,0,0,0,176,160,208,128,0,0,0,0,48,208,192,32,0,0
"298",0,0,16,224,112,0,0,0,0,16,208,255,224,176,0,0,0,64,255,192,0,224,48,0,0,96,224,224,0,128,128,0,0,64,255,224,0,128,128,0,0,16,240,48,0,160,128,0,0,0,112,240,160,255,16,0,0,0,16,144,255,128,0,0
"299",0,0,80,240,240,144,0,0,0,0,240,128,80,208,80,0,0,96,255,144,0,96,160,0,0,128,255,64,0,96,192,0,0,0,255,64,0,64,192,0,0,0,255,48,0,144,144,0,0,0,240,128,112,240,16,0,0,0,96,255,255,96,0,0
"300",0,0,96,240,255,208,0,0,0,80,255,128,96,240,48,0,0,160,255,64,0,144,128,0,0,80,255,64,0,112,176,0,0,64,255,48,0,96,192,0,0,48,255,48,0,144,144,0,0,0,240,176,128,255,48,0,0,0,176,255,224,80,0,0
"301",0,0,112,208,255,208,32,0,0,32,255,240,80,208,160,0,0,96,255,48,0,112,176,0,0,176,224,0,0,80,192,0,0,128,255,0,0,64,192,0,0,128,240,0,0,112,176,0,0,112,255,128,128,240,32,0,0,0,192,255,255,80,0,0
"302",0,16,160,255,240,64,0,0,0,144,255,112,112,240,32,0,0,192,208,0,0,192,128,0,0,192,192,0,0,96,176,0,0,160,192,0,0,64,192,0,0,112,224,0,0,96,176,0,0,32,255,80,48,224,64,0,0,0,160,255,255,192,0,0
"303",0,0,96,208,96,0,0,0,0,0,224,176,255,160,0,0,0,32,224,0,144,240,0,0,0,80,144,0,0,192,48,0,0,128,128,0,0,128,80,0,0,112,176,0,0,128,128,0,0,16,240,112,80,224,64,0,0,0,96,255,255,144,0,0
"304",0,0,80,224,144,48,0,0,0,0,224,176,255,240,32,0,0,80,176,0,176,240,64,0,0,112,128,0,0,144,112,0,0,64,144,0,0,128,128,0,0,64,208,0,0,144,80,0,0,32,255,80,112,240,0,0,0,0,112,240,240,96,0,0
"305",0,0,112,255,128,0,0,0,0,0,208,255,255,112,0,0,0,64,255,112,176,240,0,0,0,96,192,0,0,224,96,0,0,128,192,0,0,224,128,0,0,112,208,0,96,240,112,0,0,64,255,255,255,255,16,0,0,0,112,224,112,0,0,0
"306",0,0,48,224,224,32,0,0,0,64,255,255,255,112,0,0,0,64,255,128,48,240,16,0,0,48,255,96,0,224,80,0,0,16,255,80,0,208,112,0,0,0,240,64,16,255,144,0,0,0,176,208,208,255,64,0,0,0,32,240,240,128,0,0
"307",0,0,64,208,208,0,0,0,0,0,192,224,192,112,0,0,0,0,192,192,80,224,0,0,0,0,192,160,0,192,48,0,0,64,255,80,0,128,128,0,0,64,255,32,0,144,128,0,0,48,224,144,64,240,80,0,0,0,64,208,224,160,0,0
"308",0,0,48,255,224,64,0,0,0,0,160,255,255,240,0,0,0,32,255,192,80,224,32,0,0,80,255,64,0,160,96,0,0,96,255,16,0,112,144,0,0,48,255,48,0,144,192,0,0,0,208,224,208,255,144,0,0,0,48,208,255,192,32,0
"309",0,0,96,208,208,48,0,0,0,32,255,255,255,176,0,0,0,48,255,240,96,255,64,0,0,48,255,144,0,255,128,0,0,128,255,48,16,255,96,0,0,112,255,32,128,255,48,0,0,16,224,255,255,208,0,0,0,0,64,208,192,32,0,0
"310",0,0,48,208,224,48,0,0,0,0,240,255,255,192,0,0,0,64,255,128,96,255,0,0,0,80,255,112,16,240,48,0,0,128,255,96,0,255,80,0,0,64,255,112,0,240,96,0,0,48,240,224,192,255,64,0,0,0,48,240,240,128,0,0
"311",0,0,0,176,224,32,0,0,0,0,80,255,255,176,0,0,0,32,255,160,96,224,0,0,0,32,255,160,32,224,32,0,0,48,255,160,0,144,128,0,0,48,255,64,0,176,176,0,0,0,192,208,144,255,128,0,0,0,16,176,240,144,32,0
"312",0,0,0,176,192,32,0,0,0,0,96,255,255,160,0,0,0,0,192,224,96,255,16,0,0,32,255,192,0,224,64,0,0,48,255,144,0,224,96,0,0,0,255,128,16,255,80,0,0,0,144,224,192,255,32,0,0,0,16,176,255,96,0,0
"313",0,0,0,128,176,0,0,0,0,0,112,255,176,144,0,0,0,0,224,240,64,160,32,0,0,16,255,80,0,96,96,0,0,48,192,0,48,128,144,0,0,48,208,0,0,208,128,0,0,0,176,80,96,240,48,0,0,0,16,176,208,144,0,0
"314",0,0,48,224,240,80,0,0,0,0,176,224,80,176,32,0,0,0,224,112,0,112,64,0,0,16,255,32,0,48,112,0,0,64,208,0,0,80,128,0,0,32,192,0,0,176,112,0,0,0,224,128,208,224,0,0,0,0,48,192,160,48,0,0
"315",0,0,48,224,64,0,0,0,0,0,192,240,192,64,0,0,0,48,240,80,32,192,0,0,0,80,144,0,0,128,80,0,0,128,128,0,0,64,128,0,0,64,192,0,0,32,192,0,0,0,224,80,0,144,128,0,0,0,48,240,255,208,16,0
"316",0,0,208,255,240,32,0,0,0,80,255,112,176,208,0,0,0,128,255,32,16,224,96,0,0,128,240,0,0,128,176,0,0,160,192,0,0,64,192,0,0,176,192,0,0,112,192,0,0,112,240,64,80,240,128,0,0,0,208,255,255,160,0,0
"317",0,0,64,208,224,48,0,0,0,0,224,112,64,224,0,0,0,48,160,0,0,128,48,0,0,128,64,0,0,64,128,0,0,80,192,0,0,32,128,0,0,0,240,16,0,64,112,0,0,0,160,128,16,192,96,0,0,0,32,192,255,240,0,0
"318",0,0,48,192,144,144,0,0,0,0,192,255,255,255,0,0,0,0,192,80,224,255,64,0,0,0,192,0,32,208,32,0,0,32,240,0,0,192,48,0,0,32,255,32,0,192,0,0,0,0,240,224,208,144,0,0,0,0,32,160,128,0,0,0
"319",0,0,208,240,240,64,0,0,0,48,255,224,255,208,0,0,0,48,255,48,80,255,80,0,0,112,255,64,0,208,128,0,0,80,255,32,0,240,128,0,0,48,255,80,112,255,96,0,0,0,224,255,255,224,16,0,0,0,176,255,192,48,0,0
"320",0,0,176,192,80,0,0,0,0,0,192,255,255,160,0,0,0,0,255,64,128,255,48,0,0,32,255,16,0,144,128,0,0,64,208,0,0,160,128,0,0,16,240,0,48,255,144,0,0,32,255,208,255,208,16,0,0,0,208,208,112,0,0,0
"321",0,0,32,192,255,112,0,0,0,80,208,208,224,224,0,0,0,96,240,0,0,160,48,0,0,96,192,0,0,80,128,0,0,96,160,0,0,176,80,0,0,48,208,32,208,255,80,0,0,0,176,255,255,240,32,0,0,0,48,255,240,64,0,0
"322",0,0,0,96,160,224,0,0,0,0,160,255,255,255,96,0,0,16,255,160,64,240,176,0,0,16,192,80,0,144,144,0,0,0,128,144,0,128,128,0,0,0,144,255,255,255,64,0,0,0,32,255,255,224,32,0,0,0,0,96,160,48,0,0
"323",0,0,64,224,255,176,0,0,0,0,208,192,144,240,64,0,0,0,176,0,0,128,96,0,0,64,192,0,0,96,128,0,0,96,128,0,0,160,112,0,0,48,208,64,160,255,32,0,0,0,208,255,255,240,0,0,0,0,80,224,192,48,0,0
"324",0,0,16,176,224,64,0,0,0,16,112,224,224,240,16,0,0,96,208,0,0,176,80,0,0,128,144,0,0,64,128,0,0,80,192,0,0,64,128,0,0,16,240,32,0,160,128,0,0,0,144,255,255,255,32,0,0,0,16,192,224,144,0,0
"325",0,0,112,255,255,160,0,0,0,16,255,255,255,255,64,0,0,64,160,80,48,176,160,0,0,80,192,64,0,96,128,0,0,0,192,32,0,80,128,0,0,0,240,80,80,224,48,0,0,0,176,255,255,192,0,0,0,0,112,255,192,64,0,0
"326",0,0,32,208,192,64,0,0,0,16,240,192,48,208,32,0,0,128,208,128,0,96,64,0,0,128,64,48,0,48,128,0,0,80,80,0,0,96,96,0,0,16,224,16,0,128,48,0,0,0,128,128,80,208,16,0,0,0,0,176,240,96,0,0
"327",0,0,0,144,192,16,0,0,0,0,160,240,192,240,32,0,0,32,255,64,0,176,96,0,0,80,208,0,0,128,128,0,0,128,192,0,0,112,112,0,0,96,224,0,0,208,64,0,0,0,240,160,112,240,16,0,0,0,32,176,208,48,0,0
"328",0,0,48,255,208,32,0,0,0,0,176,112,112,192,0,0,0,32,255,16,0,144,48,0,0,80,208,16,0,96,96,0,0,112,96,0,0,80,128,0,0,64,128,0,0,160,80,0,0,16,208,80,128,240,16,0,0,0,64,240,240,64,0,0
"329",0,0,32,224,160,0,0,0,0,0,144,160,160,96,0,0,0,0,255,32,0,192,32,0,0,64,192,0,0,128,80,0,0,80,128,0,0,144,128,0,0,48,192,0,0,224,48,0,0,0,176,96,112,208,0,0,0,0,48,255,240,48,0,0
"330",0,0,112,255,176,16,0,0,0,32,240,192,240,192,0,0,0,96,255,96,96,255,48,0,0,128,255,64,16,255,112,0,0,64,255,64,0,208,128,0,0,64,255,64,32,255,80,0,0,32,240,176,224,176,0,0,0,0,96,240,176,16,0,0
"331",0,0,0,80,240,112,0,0,0,0,96,240,160,255,32,0,0,64,255,80,0,160,128,0,0,16,240,64,0,128,128,0,0,0,224,64,0,128,128,0,0,0,192,112,0,224,96,0,0,0,112,255,208,240,16,0,0,0,0,96,208,80,0,0
"332",0,0,64,192,192,16,0,0,0,0,224,255,255,176,0,0,0,0,255,48,48,224,64,0,0,16,240,0,0,160,96,0,0,48,208,0,0,176,80,0,0,32,255,0,16,224,48,0,0,16,224,112,192,255,0,0,0,0,96,240,240,80,0,0
"333",0,0,80,240,160,48,0,0,0,0,224,255,192,224,32,0,0,48,255,80,0,208,64,0,0,80,224,0,0,208,112,0,0,96,192,0,16,255,48,0,0,48,255,32,64,240,32,0,0,0,224,176,240,160,0,0,0,0,96,240,192,48,0,0
"334",0,0,64,255,176,64,0,0,0,16,224,208,208,255,0,0,0,32,240,32,0,192,64,0,0,64,208,0,0,208,16,0,0,48,208,0,0,240,16,0,0,16,255,0,64,240,16,0,0,0,224,160,176,208,0,0,0,0,80,240,240,64,0,0
"335",0,0,128,208,112,80,0,0,0,32,255,224,224,240,32,0,0,128,160,64,48,128,64,0,0,128,128,0,0,64,128,0,0,128,128,0,0,128,128,0,0,64,208,0,0,208,112,0,0,0,224,160,160,240,48,0,0,0,96,192,224,80,0,0
"336",0,0,144,192,160,48,0,0,0,0,224,255,208,208,0,0,0,64,255,32,16,255,48,0,0,64,255,0,0,192,128,0,0,96,255,0,0,240,128,0,0,80,240,0,16,255,80,0,0,32,255,176,224,208,0,0,0,0,128,255,208,96,0,0
"337",0,16,112,208,112,0,0,0,0,128,255,240,255,80,0,0,0,96,255,128,128,208,16,0,0,64,192,0,0,208,112,0,0,128,192,0,0,128,128,0,0,112,208,0,0,224,112,0,0,64,255,128,160,255,80,0,0,16,240,255,224,112,0,0
"338",0,0,96,255,112,0,0,0,0,0,255,176,224,96,0,0,0,32,240,0,48,255,16,0,0,112,128,0,0,208,32,0,0,80,128,0,0,176,64,0,0,112,112,0,0,192,64,0,0,80,255,112,112,255,0,0,0,0,112,255,192,64,0,0
"339",0,0,128,240,192,16,0,0,0,64,255,224,192,176,0,0,0,64,255,80,16,224,64,0,0,64,224,16,0,192,64,0,0,96,192,0,0,160,80,0,0,128,208,0,16,208,64,0,0,64,255,255,255,224,16,0,0,0,128,208,176,48,0,0
"340",0,0,144,224,64,0,0,0,0,64,255,255,255,112,0,0,0,80,255,160,160,224,16,0,0,128,224,0,16,208,64,0,0,128,192,0,0,160,128,0,0,128,192,0,0,176,112,0,0,80,240,144,80,208,64,0,0,0,128,255,255,208,16,0
"341",0,0,48,224,255,224,48,0,0,48,240,160,224,255,96,0,0,112,208,0,160,255,112,0,0,128,192,0,16,255,64,0,0,112,192,0,0,208,64,0,0,48,224,16,0,208,64,0,0,0,176,176,144,240,32,0,0,0,32,176,192,64,0,0
"342",0,0,128,224,112,0,0,0,0,48,255,208,255,160,0,0,0,112,224,16,112,224,16,0,0,112,176,0,0,208,64,0,0,64,128,0,0,128,128,0,0,64,192,0,0,144,128,0,0,48,240,80,96,240,96,0,0,0,128,255,255,144,0,0
"343",0,0,16,224,240,48,0,0,0,32,240,255,255,208,0,0,0,96,240,192,160,255,48,0,0,128,240,0,0,160,128,0,0,96,192,0,0,176,128,0,0,16,240,96,32,224,128,0,0,0,160,255,224,240,48,0,0,0,32,144,255,112,0,0
"344",0,0,96,224,224,64,0,0,0,0,255,240,240,255,32,0,0,80,192,16,0,240,80,0,0,128,192,0,0,128,128,0,0,80,192,0,0,128,128,0,0,64,208,0,0,160,112,0,0,16,255,96,112,255,48,0,0,0,80,240,255,176,0,0
"345",0,0,96,240,80,0,0,0,0,0,240,255,208,48,0,0,0,16,255,176,240,240,48,0,0,128,144,48,80,255,64,0,0,128,144,0,0,160,128,0,0,128,160,0,0,192,80,0,0,48,240,192,208,255,16,0,0,0,128,255,208,96,0,0
"346",0,0,96,208,176,16,0,0,0,0,192,224,176,176,0,0,0,0,240,32,0,224,32,0,0,48,240,0,0,128,96,0,0,80,208,0,0,112,112,0,0,48,224,0,0,192,112,0,0,0,192,112,128,224,32,0,0,0,64,192,192,80,0,0
"347",0,0,112,192,0,0,0,0,0,0,240,240,160,208,0,0,0,80,224,48,48,224,32,0,0,64,160,0,0,160,80,0,0,48,144,0,0,240,48,0,0,32,144,0,48,255,16,0,0,0,224,64,208,128,0,0,0,0,80,255,192,16,0,0
"348",0,0,16,144,128,16,0,0,0,0,128,255,224,144,0,0,0,0,224,224,16,255,0,0,0,16,255,48,0,176,64,0,0,0,255,0,0,240,64,0,0,0,224,16,80,255,0,0,0,0,176,112,224,112,0,0,0,0,64,240,208,16,0,0
"349",0,0,64,255,192,16,0,0,0,0,208,255,208,192,0,0,0,80,255,176,0,224,32,0,0,80,255,192,0,144,112,0,0,80,255,96,0,144,96,0,0,16,255,64,0,224,96,0,0,0,160,192,224,255,64,0,0,0,48,224,255,112,0,0
"350",0,0,80,240,144,0,0,0,0,16,208,208,240,96,0,0,0,32,255,64,48,240,32,0,0,80,255,0,0,160,96,0,0,80,224,0,0,144,144,0,0,64,255,0,16,176,96,0,0,16,224,176,192,255,32,0,0,0,80,208,224,64,0,0
"351",0,0,32,176,240,48,0,0,0,0,144,208,80,192,0,0,0,0,224,48,0,80,64,0,0,80,176,0,0,64,96,0,0,112,192,0,0,112,96,0,0,64,224,0,16,208,80,0,0,0,208,160,208,224,0,0,0,0,48,176,208,32,0,0
"352",0,0,16,224,112,0,0,0,0,0,96,224,192,96,0,0,0,0,176,176,0,192,0,0,0,0,208,128,0,112,80,0,0,0,240,96,0,80,128,0,0,0,192,48,0,160,144,0,0,0,160,160,144,240,64,0,0,0,32,176,224,112,0,0
"353",0,0,80,224,160,16,0,0,0,32,240,240,240,160,0,0,0,112,255,176,16,255,16,0,0,96,255,32,0,224,96,0,0,48,240,0,0,208,96,0,0,48,255,0,48,255,16,0,0,16,240,192,240,224,0,0,0,0,80,208,208,64,0,0
"354",0,0,48,192,224,48,0,0,0,0,176,176,128,208,0,0,0,80,240,16,0,112,32,0,0,48,240,48,0,48,96,0,0,48,176,32,0,64,112,0,0,16,144,0,0,80,112,0,0,0,176,64,64,224,32,0,0,0,32,208,240,144,0,0
"355",0,0,64,255,192,16,0,0,0,0,160,255,224,144,0,0,0,0,240,224,32,255,32,0,0,16,255,240,16,192,112,0,0,16,255,128,48,160,160,0,0,0,240,64,0,192,160,0,0,0,176,128,64,255,96,0,0,0,32,208,255,224,16,0
"356",0,0,16,240,64,0,0,0,0,64,112,144,255,64,0,0,0,128,112,0,64,240,0,0,0,96,96,0,0,176,96,0,0,80,144,0,0,48,144,0,0,0,240,0,0,80,144,0,0,0,176,176,80,240,80,0,0,0,48,208,255,176,0,0
"357",0,0,80,224,160,0,0,0,0,16,255,176,176,176,0,0,0,64,240,48,16,208,64,0,0,80,144,0,0,96,128,0,0,96,128,0,0,64,128,0,0,64,224,0,0,112,96,0,0,16,255,176,160,240,32,0,0,0,80,192,208,96,0,0
"358",0,0,80,255,128,16,0,0,0,64,208,224,240,96,0,0,0,128,208,0,128,255,16,0,0,128,192,0,0,192,128,0,0,128,192,0,0,192,128,0,0,80,240,32,0,208,144,0,0,0,240,176,192,240,64,0,0,0,96,255,224,80,0,0
"359",0,0,64,240,192,32,0,0,0,0,192,176,160,224,0,0,0,96,176,0,0,240,64,0,0,64,224,0,0,128,128,0,0,96,192,0,0,144,128,0,0,16,240,48,0,160,160,0,0,0,192,208,192,255,48,0,0,0,64,208,240,96,0,0
"360",0,0,128,240,224,16,0,0,0,16,240,240,224,176,0,0,0,112,255,48,16,255,48,0,0,128,255,0,0,208,112,0,0,80,255,0,0,208,128,0,0,32,255,48,16,255,64,0,0,0,255,224,255,192,0,0,0,0,144,255,160,16,0,0
"361",0,0,64,255,160,16,0,0,0,0,176,160,176,192,0,0,0,96,255,0,16,192,48,0,0,96,224,16,0,80,112,0,0,128,128,0,0,80,128,0,0,64,208,0,16,192,144,0,0,0,224,160,224,255,32,0,0,0,64,240,192,48,0,0
"362",0,0,16,192,192,16,0,0,0,0,160,208,192,144,0,0,0,32,255,96,16,208,48,0,0,96,255,32,0,192,128,0,0,32,255,16,0,128,128,0,0,0,224,80,0,144,144,0,0,0,80,240,64,224,96,0,0,0,0,224,240,112,0,0
"363",0,0,0,144,255,192,32,0,0,0,48,240,160,255,64,0,0,16,224,128,0,208,112,0,0,112,240,16,0,224,96,0,0,64,240,0,0,240,80,0,0,16,192,64,144,240,0,0,0,0,80,255,255,144,0,0,0,0,0,144,224,32,0,0
"364",0,0,0,176,240,160,16,0,0,0,144,160,128,255,80,0,0,0,240,32,0,176,160,0,0,112,160,0,0,144,144,0,0,128,128,0,0,144,128,0,0,128,96,16,80,255,32,0,0,48,224,208,255,224,0,0,0,0,16,144,224,48,0,0
"365",0,0,64,240,176,16,0,0,0,0,176,224,208,192,0,0,0,48,240,48,16,255,64,0,0,64,224,0,0,192,128,0,0,112,192,0,16,240,112,0,0,80,176,0,80,255,96,0,0,0,192,192,255,160,0,0,0,0,80,192,176,0,0,0
"366",0,0,16,255,192,16,0,0,0,0,176,255,255,160,0,0,0,0,208,112,48,192,32,0,0,16,240,16,0,160,96,0,0,32,208,0,0,176,128,0,0,48,240,16,0,208,144,0,0,0,144,160,48,255,176,0,0,0,0,128,192,192,48,0
"367",0,0,160,240,144,32,0,0,0,112,255,144,192,208,0,0,0,128,176,0,0,208,32,0,0,80,192,0,0,128,128,0,0,128,160,0,0,160,96,0,0,80,176,0,0,224,32,0,0,32,255,144,224,192,0,0,0,0,112,224,144,0,0,0
"368",0,0,32,208,255,144,0,0,0,0,160,255,255,255,32,0,0,64,255,144,16,240,64,0,0,64,255,48,0,192,80,0,0,80,255,16,0,192,128,0,0,16,255,144,0,192,128,0,0,0,160,255,192,240,48,0,0,0,32,208,255,144,0,0
"369",0,0,96,192,64,0,0,0,0,0,192,255,240,16,0,0,0,32,255,96,80,224,0,0,0,144,255,64,0,224,48,0,0,112,255,96,0,224,96,0,0,64,255,240,32,255,96,0,0,0,192,255,255,176,0,0,0,0,80,224,224,80,0,0
"370",0,0,0,224,160,16,0,0,0,0,128,255,255,176,0,0,0,0,160,160,32,240,16,0,0,64,192,96,0,176,64,0,0,96,255,160,0,144,128,0,0,0,224,255,80,255,144,0,0,0,128,255,255,255,64,0,0,0,0,192,255,144,0,0
"371",0,0,128,208,176,16,0,0,0,0,255,192,240,128,0,0,0,48,208,0,80,240,32,0,0,96,144,0,16,240,80,0,0,128,128,0,0,192,96,0,0,80,160,0,16,224,48,0,0,32,255,128,192,208,0,0,0,0,128,255,128,16,0,0
"372",0,0,96,224,96,0,0,0,0,0,240,96,192,48,0,0,0,80,192,0,48,224,48,0,0,64,192,0,0,176,128,0,0,64,192,0,0,144,128,0,0,80,240,0,0,128,144,0,0,16,240,32,64,208,32,0,0,0,80,240,240,80,0,0
"373",0,0,80,255,176,0,0,0,0,16,255,80,192,176,48,0,0,48,208,0,80,255,32,0,0,64,192,0,0,255,64,0,0,80,176,0,16,255,48,0,0,80,208,0,0,192,16,0,0,0,224,112,96,192,0,0,0,0,64,224,192,32,0,0
"374",0,0,48,224,208,48,0,0,0,0,192,160,112,192,0,0,0,48,240,16,0,240,112,0,0,80,192,0,0,192,80,0,0,96,192,0,0,144,64,0,0,64,208,0,0,160,64,0,0,16,224,96,80,224,32,0,0,0,48,208,208,96,0,0
"375",0,0,64,224,240,48,0,0,0,0,192,160,80,208,16,0,0,48,208,0,0,255,64,0,0,64,176,0,0,208,96,0,0,80,160,0,0,192,64,0,0,32,208,0,0,144,96,0,0,0,224,48,64,192,0,0,0,0,48,224,224,96,0,0
"376",0,0,80,240,255,96,0,0,0,0,240,192,80,255,32,0,0,64,255,48,0,192,128,0,0,128,224,0,0,160,160,0,0,128,208,0,0,160,208,0,0,64,255,0,0,64,240,0,0,16,240,144,48,192,160,0,0,0,80,240,255,240,16,0
"377",0,0,80,208,144,16,0,0,0,0,208,240,160,240,80,0,0,48,240,32,0,176,128,0,0,64,192,0,0,128,128,0,0,80,128,0,0,144,128,0,0,64,176,0,16,192,112,0,0,32,224,80,160,192,0,0,0,0,96,208,160,0,0,0
"378",0,0,16,144,240,176,0,0,0,0,176,255,128,224,96,0,0,32,255,160,0,144,144,0,0,16,255,64,0,128,128,0,0,64,255,64,0,128,128,0,0,16,255,80,16,176,48,0,0,0,192,192,160,160,0,0,0,0,16,160,208,48,0,0
"379",0,0,48,208,176,112,0,0,0,0,176,255,255,255,32,0,0,64,255,144,16,224,32,0,0,64,255,0,0,255,32,0,0,0,255,16,0,192,128,0,0,0,240,144,0,208,96,0,0,0,144,224,144,224,16,0,0,0,32,192,208,64,0,0
"380",0,0,160,224,176,48,0,0,0,64,255,208,96,224,16,0,0,64,255,32,0,176,112,0,0,128,255,0,0,160,80,0,0,128,255,0,0,224,64,0,0,128,255,0,16,255,16,0,0,64,255,16,176,240,0,0,0,0,176,255,192,48,0,0
"381",0,0,96,224,160,32,0,0,0,0,240,240,208,240,48,0,0,32,255,160,0,208,144,0,0,16,255,80,0,192,80,0,0,0,255,48,0,208,96,0,0,16,240,80,96,208,16,0,0,0,255,176,224,160,0,0,0,0,112,255,176,16,0,0
"382",0,0,32,240,208,48,0,0,0,0,160,240,176,240,0,0,0,48,255,96,0,160,0,0,0,64,255,128,0,48,128,0,0,128,224,48,0,64,128,0,0,48,240,16,0,48,112,0,0,0,224,176,96,224,80,0,0,0,64,192,240,96,0,0
"383",0,0,16,240,208,16,0,0,0,0,112,255,224,128,0,0,0,128,192,144,32,208,32,0,0,112,144,16,0,96,96,0,0,80,144,0,0,48,144,0,0,0,240,32,0,128,192,0,0,0,144,240,208,255,96,0,0,0,0,208,224,128,0,0
"384",0,0,32,224,240,80,0,0,0,0,160,255,255,240,16,0,0,48,255,160,160,255,64,0,0,80,255,0,0,224,96,0,0,80,255,96,0,192,112,0,0,16,240,208,64,208,96,0,0,0,176,255,255,240,0,0,0,0,32,176,208,64,0,0
"385",0,0,16,208,160,0,0,0,0,112,255,255,255,112,0,0,0,128,255,208,160,240,0,0,0,128,255,32,32,240,48,0,0,80,240,32,0,192,112,0,0,16,240,96,32,255,48,0,0,0,176,240,208,255,0,0,0,0,16,240,224,128,0,0
"386",0,0,160,192,160,0,0,0,0,48,255,255,255,64,0,0,0,112,240,48,128,208,0,0,0,128,192,0,0,224,16,0,0,128,192,0,0,112,128,0,0,80,208,0,0,64,128,0,0,0,224,128,0,160,128,0,0,0,112,192,208,192,64,0
"387",0,0,64,224,176,0,0,0,0,48,240,240,255,144,0,0,0,128,208,0,48,240,16,0,0,128,192,0,0,128,96,0,0,128,192,0,0,128,128,0,0,80,208,16,0,128,128,0,0,32,240,224,192,240,96,0,0,0,80,255,240,128,0,0
"388",0,0,16,192,80,0,0,0,0,0,144,255,224,48,0,0,0,32,255,224,176,208,0,0,0,32,255,160,0,224,64,0,0,64,255,0,0,192,64,0,0,64,255,48,0,176,160,0,0,0,208,192,128,224,96,0,0,0,48,160,255,192,16,0
